//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
1246 - 740 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//
1247 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//
1248 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//
1249 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//
1250 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//
1264 - 1200 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//
1265 - 510 1312 1313 1314 5 1 60 15 MELEE -1 -1 AGRESSIVE
//
1267 - 510 1312 1313 1314 5 1 60 15 MELEE -1 -1 AGRESSIVE
//
1279 - 690 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//
1306 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//
1307 - 510 -1 -1 -1 7 1 60 69 MELEE -1 -1 PASSIVE
//
1308 - 510 -1 -1 -1 4 1 60 65 MELEE -1 -1 PASSIVE
//
1319 - 600 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//
1320 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1321 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1326 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//
1327 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//
1328 - 150 -1 -1 -1 4 1 60 25 MELEE -1 -1 PASSIVE
//
1329 - 250 -1 -1 -1 4 1 60 32 MELEE -1 -1 PASSIVE
//
1330 - 690 -1 -1 -1 4 1 60 69 MELEE -1 -1 AGRESSIVE
//
1338 - 710 1341 -1 1342 4 1 60 90 RANGE -1 -1 AGRESSIVE
//
1339 - 710 1341 -1 1342 4 1 60 90 RANGE -1 -1 AGRESSIVE
//
1340 - 710 1341 -1 1342 4 1 60 90 RANGE -1 -1 AGRESSIVE
//
1341 - 710 1341 -1 1342 4 1 60 120 MELEE -1 -1 AGRESSIVE
//
1342 - 710 1341 -1 1342 4 1 60 120 MELEE -1 -1 AGRESSIVE
//
1343 - 710 1341 -1 1342 4 1 60 120 MELEE -1 -1 AGRESSIVE
//
1351 - 1000 1341 -1 1342 4 1 60 160 MELEE -1 -1 AGRESSIVE
//
1352 - 1000 1341 -1 1342 4 1 60 160 MELEE -1 -1 AGRESSIVE
//
1353 - 1000 1341 -1 1342 4 1 60 160 MELEE -1 -1 AGRESSIVE
//
1354 - 1000 1341 -1 1342 4 1 60 160 MELEE -1 -1 AGRESSIVE
//
1355 - 1000 1341 -1 1342 4 1 60 160 MELEE -1 -1 AGRESSIVE
//
1356 - 1000 1341 -1 1342 4 1 60 160 MELEE -1 -1 AGRESSIVE
//
1367 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1368 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1381 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1386 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1388 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//
1389 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1390 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//
1391 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Gluttonous behemoth
1392 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//
1401 - 30 3701 -1 3806 5 1 60 15 MELEE -1 -1 PASSIVE
//
1402 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//
1403 - 50 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//
1404 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//
1442 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//
1443 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//
1444 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//
1445 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//
1446 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//
1447 - 1330 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//
1456 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//
1457 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//
1458 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//
1459 - 1300 1402 1403 1404 5 1 60 144 MELEE -1 -1 AGRESSIVE
//
1460 - 1300 1402 1403 1404 5 1 60 144 MELEE -1 -1 AGRESSIVE
//
1466 - 900 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//barrow brothers
1467 - 600 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//dharok maxhit 300 + 380 at 0hp
1471 - 1000 -1 -1 -1 4 2 60 320 MELEE -1 -1 AGRESSIVE
//
1472 - 1700 17462 -1 17461 6 3 120 450 MAGE -1 -1 AGRESSIVE
//
1473 - 20 6249 6250 6251 4 1 60 15 MELEE -1 -1 AGRESSIVE
//
1478 - 350 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Man - 2
1532 - 500 -1 -1 -1 4 0 0 0 SPECIAL -1 -1 PASSIVE
//Black Unicorn - 27
1533 - 500 -1 -1 -1 4 4 0 0 SPECIAL -1 -1 PASSIVE
//Man - 2
1536 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Man - 2
1539 - 390 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Woman - 2
1540 - 1000 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Woman - 2
1549 - 300 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Woman - 2
1556 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Farmer - 7
1558 - 700 6559 6557 6558 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Thief - 16
1560 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Guard - 21
1562 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Wizard - 9
1564 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Man - 2
1565 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Al-Kharid warrior - 9
1575 - 950 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//White Knight - 36
1582 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Paladin - 62
1583 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Hero - 69
1584 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Man - 2
1585 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Woman - 2
1586 - 1110 4652 4651 4653 6 3 45 116 MELEE -1 -1 AGRESSIVE
//Guard - 20
1587 - 600 4652 4651 4653 7 4 30 110 MELEE -1 -1 AGRESSIVE
//Shipyard worker - 11
1588 - 600 4652 4651 4653 7 4 30 110 MELEE -1 -1 AGRESSIVE
//Shipyard worker - 11
1589 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Chicken - 1
1590 - 1220 13158 13163 13159 5 1 60 123 SPECIAL -1 -1 AGRESSIVE
//Duck - 1
1591 - 1650 13158 13163 13159 5 1 60 203 SPECIAL -1 -1 AGRESSIVE
//steel dragon - 1
1592 - 2100 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//Oomlie bird - 46
1593 - 620 6562 6563 6564 5 1 60 68 MELEE -1 -1 AGRESSIVE
//Hellhound - 122
1594 - 620 6562 6563 6564 5 1 60 68 MELEE -1 -1 AGRESSIVE
//King Black Dragon - 276
1600 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Frost dragon - 166
1601 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Baby blue dragon - 48
1602 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Red dragon - 152
1603 - 220 266 267 265 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Black dragon - 227
1604 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Blue dragon - 111
1605 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Shadow spider - 52
1606 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Giant spider - 2
1607 - 900 9466 9468 9467 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Giant spider - 27
1608 - 970 9439 9441 9440 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Spider - 1
1609 - 970 9439 9441 9440 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
1610 - 1050 9454 9455 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Deadly red spider - 34
1611 - 100 9476 9478 9477 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Ice spider - 61
1612 - 220 9449 9451 9450 5 1 60 29 MELEE -1 -1 PASSIVE
//Gnome - 1
1613 - 1050 9487 9489 9488 5 1 60 119 MELEE -1 -1 PASSIVE
//Gnome - 1
1614 - 600 9459 9461 9460 5 1 60 50 MELEE -1 -1 AGRESSIVE
//Gnome - 1
1615 - 1500 1537 -1 1538 5 1 60 82 MELEE -1 -1 PASSIVE
//Zombie - 13
1616 - 750 260 261 264 5 1 60 59 MELEE -1 -1 PASSIVE
//Zombie - 18
1617 - 750 260 261 264 5 1 60 59 MELEE -1 -1 PASSIVE
//Zombie - 24
1618 - 1200 9434 9436 9435 5 1 60 59 MELEE -1 -1 PASSIVE
//Zombie - 25
1619 - 1200 9434 9436 9435 5 1 60 59 MELEE -1 -1 PASSIVE
//Giant bat - 21
1620 - 370 7762 7761 7763 5 1 60 51 MELEE -1 -1 PASSIVE
//Death wing - 83
1621 - 370 7762 7761 7763 5 1 60 51 MELEE -1 -1 PASSIVE
//Cow - 2
1623 - 810 9471 9473 9472 5 1 60 97 MELEE -1 -1 PASSIVE
//Lesser demon - 82
1624 - 1050 1557 1555 1558 5 1 60 90 MELEE -1 -1 AGRESSIVE
//Greater demon - 92
1626 - 790 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Black demon - 172
1627 - 770 9481 9483 9486 5 1 60 97 MELEE -1 -1 PASSIVE
//Giant rat - 2
1628 - 760 9481 9483 9482 5 1 60 97 MELEE -1 -1 PASSIVE
//Giant rat - 6
1629 - 800 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Dungeon rat - 12
1630 - 800 9476 9478 9477 5 1 60 97 MELEE -1 -1 PASSIVE
//Skeleton - 22
1631 - 270 9506 9508 9507 4 1 60 41 MELEE -1 -1 PASSIVE
//Skeleton - 22
1632 - 270 9506 9508 9507 4 1 60 41 MELEE -1 -1 PASSIVE
//Skeleton - 22
1633 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//Skeleton - 22
1634 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//
1635 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//
1636 - 450 8080 8079 8082 4 1 60 44 MELEE -1 -1 PASSIVE
//
1637 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Skeleton Mage - 16
1638 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Wolf - 64
1639 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Adolescent Wolf - 3
1640 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//White wolf - 38
1641 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 2
1642 - 750 8569 8571 8570 5 1 60 60 MELEE -1 -1 PASSIVE
//Goblin - 5
1643 - 600 7183 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Goblin - 13
1644 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Ghost - 19
1645 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Ghost - 19
1646 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Grizzly bear - 21
1647 - 600 7196 7187 7185 5 1 60 89 MAGE -1 -1 PASSIVE
//Black bear - 19
1648 - 200 9125 9127 9126 5 2 60 60 MELEE -1 -1 PASSIVE
//Scorpion - 14
1676 - 1000 1626 1627 1628 5 3 60 20 MELEE -1 -1 PASSIVE
//Poison Scorpion - 20
1677 - 1000 1616 1617 1618 5 3 60 20 MELEE -1 -1 PASSIVE
//Pit Scorpion - 28
1678 - 1000 1612 1613 1611 5 2 60 20 MELEE -1 -1 PASSIVE
//Fire giant - 86
1681 - 1200 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Ice giant - 53
1691 - 80 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Moss giant - 42
1692 - 300 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Jogre - 53
1698 - 510 -1 -1 -1 5 1 60 74 MELEE -1 -1 PASSIVE
//Mogre - 60
1710 - 150 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Ogre - 53
1711 - 200 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Cyclops - 56
1712 - 300 -1 -1 -1 4 1 60 26 MELEE -1 -1 PASSIVE
//Hill Giant - 28
1751 - 340 1010 1012 1013 4 1 60 30 MELEE -1 -1 PASSIVE
//dwarf
1752 - 370 6790 6792 6791 4 1 60 30 MELEE -1 -1 PASSIVE
//
1757 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Earth warrior - 51
1758 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Ice warrior - 57
1760 - 120 -1 -1 -1 4 1 60 19 MELEE -1 -1 PASSIVE
//Otherworldly being - 64
1767 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Magic axe - 42
1769 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Monkey - 3
1770 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Poison spider - 64
1771 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Terrorbird - 28
1772 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Terrorbird - 28
1773 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Soulless - 18
1774 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Big Wolf - 73
1775 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Wolf - 25
1776 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Jungle Wolf - 64
1795 - 400 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//King Scorpion - 32
1796 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Ice warrior - 57
1797 - 250 -1 -1 -1 6 1 60 80 MELEE -1 -1 PASSIVE
//Shadow warrior - 48
1802 - 600 -1 -1 -1 4 1 60 260 MELEE -1 -1 AGRESSIVE
//Gnome warrior - 23
1812 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Gnome warrior - 23
1813 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Gnome woman - 1
1814 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Gnome woman - 1
1815 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Man - 2
1816 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Dark wizard - 20
1817 - 300 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Invrigar the Necromancer - 20
1822 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Dark wizard - 7
1823 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Mugger - 6
1824 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Black Knight - 33
1825 - 100 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Black Knight - 33
1827 - 1050 -1 -1 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Highwayman - 5
1828 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 PASSIVE
//Chaos druid - 13
1829 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Pirate - 23
1831 - 230 -1 -1 -1 5 1 60 27 MELEE -1 -1 PASSIVE
//Pirate - 23
1832 - 50 -1 -1 -1 5 1 60 10 MELEE -1 -1 PASSIVE
//Pirate - 26
1851 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Rogue - 15
1852 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Monk of Zamorak - 22
1854 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Monk of Zamorak - 17
1855 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Monk of Zamorak - 45
1857 - 1100 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Chaos druid warrior - 37
1858 - 700 -1 -1 -1 4 1 60 400 MELEE -1 -1 AGRESSIVE
//Jailer - 47
1874 - 60 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Black Heather - 34
1885 - 500 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Donny the Lad - 34
1904 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Speedy Keith - 34
1905 - 600 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Salarin the Twisted - 70
1906 - 750 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Black Knight Titan - 120
1913 - 1300 -1 -1 -1 4 1 60 240 MELEE -1 -1 AGRESSIVE
//Monk - 5
1914 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Dungeon rat - 12
1915 - 2000 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Renegade Knight - 37
1926 - 650 428 424 836 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Thrantax the Mighty - 92
1931 - 650 428 424 836 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Sir Mordred - 39
1936 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Khazard Guard - 23
1938 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Khazard Guard - 23
1940 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Bouncer - 137
1941 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Guardian of Armadyl - 45
1951 - 700 6559 6557 6558 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Fire Warrior of Lesarkus - 84
1952 - 700 6559 6557 6558 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Monk - 3
1953 - 700 6559 6557 6558 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Thief - 14
1954 - 700 6559 6557 6558 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Guard - 21
1955 - 700 6559 6557 6558 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Guard - 21
1956 - 700 6559 6557 6558 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Guard - 21
1973 - 790 -1 -1 -1 5 1 40 70 MELEE -1 -1 AGRESSIVE
//Guard - 21
1976 - 580 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Ogre - 58
1977 - 1300 -1 -1 -1 4 1 60 360 MELEE -1 -1 AGRESSIVE
//Cow - 2
1991 - 800 -1 -1 -1 4 1 60 90 MAGE -1 -1 AGRESSIVE
//Bat - 6
1993 - 630 -1 -1 -1 6 1 60 60 MELEE -1 -1 AGRESSIVE
//Goblin - 5
1994 - 270 -1 -1 -1 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Goblin - 5
1995 - 270 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE
//Giant rat - 3
1997 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
2001 - 250 -1 -1 -1 2 1 60 20 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
2015 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
2016 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Skeleton warlock - 11
2017 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Khazard trooper - 19
2018 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Khazard warlord - 112
2019 - 910 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Ghost - 24
2025 - 1050 14223 2079 7197 4 3 0 200 MAGE 2741 2735 AGRESSIVE
//Grave scorpion - 12
2026 - 1000 2067 2063 7197 3 3 0 300 MELEE -1 -1 AGRESSIVE
//Undead one - 68
2027 - 1000 2080 2063 7197 4 3 0 240 MELEE -1 -1 AGRESSIVE
//Undead one - 68
2028 - 1000 2075 424 7197 6 3 0 207 RANGE -1 27 AGRESSIVE
//Undead one - 73
2029 - 1000 2068 2063 7197 3 1 60 230 MELEE -1 -1 AGRESSIVE
//Nazastarool - 91
2030 - 1000 2067 2063 7197 4 3 60 240 MELEE -1 -1 AGRESSIVE
//Nazastarool - 68
2031 - 440 2070 2072 2073 2 1 60 70 MELEE -1 -1 AGRESSIVE
//Nazastarool - 93
2032 - 350 240 241 243 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Fortress guard - 20
2033 - 700 14859 14861 14860 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Jonny the beard - 2
2034 - 600 6249 6250 6251 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Chronozon - 170
2035 - 800 5327 5328 5329 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Black demon - 172
2036 - 810 12632 5489 5491 5 1 50 90 MELEE -1 -1 AGRESSIVE
//Tower Archer - 19
2037 - 810 5485 5489 5491 5 1 50 90 MELEE -1 -1 AGRESSIVE
//Tower Archer - 34
2044 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Tower Archer - 49
2045 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Tower Archer - 64
2046 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Imp - 2
2047 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Imp - 3
2048 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Angry barbarian spirit - 166
2049 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Enraged barbarian spirit - 166
2050 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Berserk barbarian spirit - 166
2051 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Ferocious barbarian spirit - 166
2052 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Melzar the Mad - 43
2053 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Glophren - 100
2054 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Ice Queen - 111
2055 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Pirate Guard - 19
2056 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Rowdy slave - 10
2057 - 710 11438 11437 11435 4 5 60 50 MELEE -1 -1 AGRESSIVE
//Shantay Guard - 22
2058 - 900 -1 -1 -1 6 1 60 170 MELEE -1 -1 AGRESSIVE
//Desert Wolf - 27
2060 - 2500 11458 11459 11457 5 2 -1 350 MELEE -1 -1 AGRESSIVE
//Ugthanki - 42
2073 - 270 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Possessed pickaxe - 50
2074 - 260 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Ogre chieftain - 81
2091 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Gorad - 68
2134 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Enclave guard - 83
2135 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Colonel Radick - 38
2136 - 500 -1 -1 -1 4 1 60 133 MELEE -1 -1 PASSIVE
//Delrith - 27
2236 - 230 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//DT Delrith
2245 - 220 393 420 836 6 1 60 33 MELEE -1 -1 PASSIVE
//Clivet - 13
2246 - 220 428 424 836 6 1 60 33 MELEE -1 -1 PASSIVE
//Hazeel Cultist - 13
2247 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Battle mage - 54
2248 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Battle mage - 54
2249 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Battle mage - 54
2250 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Jail guard - 26
2251 - 30 190 193 196 4 1 60 10 RANGE -1 -1 PASSIVE
//Jungle savage - 90
2256 - 660 -1 -1 -1 5 1 60 89 MELEE -1 -1 PASSIVE
//Nezikchened - 187
2263 - 100 -1 -1 -1 3 1 60 21 MELEE -1 -1 AGRESSIVE
//Ranalph Devere - 92
2264 - 500 -1 -1 -1 5 1 60 111 MELEE -1 -1 AGRESSIVE
//Green dragon - 79
2265 - 950 -1 -1 -1 6 1 60 131 MELEE -1 -1 AGRESSIVE
//Giant rat - 3
2274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Sir Jerro - 62
2275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Sir Carl - 62
2276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Sir Harry - 62
2277 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Kalrag - 89
2278 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Othainian - 91
2279 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Doomion - 91
2280 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Holthion - 91
2281 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Disciple of Iban - 13
2285 - 210 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Spider - 1
